Exporter,Importer,cross,Year,Quantity_mt ,Value_usd ,Unnamed: 6,Import trade _metric Tons,Import trade _Values _USD ,country1,country2,longitude1,latitude1,longitude2,latitude2,trade_scaled,normal_trade
51,9,CPV_DZA,2015,582,543,,0,0,CPV,DZA,,,2.5980477916183444,28.185481278657537,0.0,57872.38031590841
51,9,CPV_DZA,2022,49,60,,0,0,CPV,DZA,,,2.5980477916183444,28.185481278657537,0.0,94305.00289416153
51,10,CPV_MAR,2005,3125,2267,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,68766.9199951917
51,10,CPV_MAR,2006,2971,1775,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,53202.962583614644
51,10,CPV_MAR,2007,2215,1379,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,89325.7727507191
51,10,CPV_MAR,2008,1214,886,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,35385.78556993918
51,10,CPV_MAR,2014,2319,3593,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,77251.7929649069
51,10,CPV_MAR,2015,1456,1605,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,53677.73917603927
51,10,CPV_MAR,2016,153,190,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,72663.53215982777
51,10,CPV_MAR,2020,432,548,,0,0,CPV,MAR,,,-8.420479544549693,29.885394698302058,0.0,68558.3742084754
51,12,CPV_GHA,2012,28,13,,0,0,CPV,GHA,,,-1.2369685557063992,7.928651813099648,0.0,57860.29036671259
51,12,CPV_GHA,2013,25,41,,0,0,CPV,GHA,,,-1.2369685557063992,7.928651813099648,0.0,61137.72374329186
51,15,CPV_CIV,2008,1103,1756,,0,0,CPV,CIV,,,-5.6120436452252225,7.5537550070104915,0.0,72363.66521208962
51,24,CPV_SEN,2003,4,42,,0,0,CPV,SEN,,,-14.50980278585943,14.354139988452022,0.0,96651.16296349977
51,24,CPV_SEN,2004,3,36,,0,0,CPV,SEN,,,-14.50980278585943,14.354139988452022,0.0,67845.51905149178
51,24,CPV_SEN,2011,26,27,,0,0,CPV,SEN,,,-14.50980278585943,14.354139988452022,0.0,56013.93720196074
51,24,CPV_SEN,2014,1,1,,0,0,CPV,SEN,,,-14.50980278585943,14.354139988452022,0.0,41529.28913995813
51,30,CPV_TUN,2012,50,142,,0,0,CPV,TUN,,,9.534716120695835,34.172939036882376,0.0,53598.30692139089
51,30,CPV_TUN,2014,705,731,,0,0,CPV,TUN,,,9.534716120695835,34.172939036882376,0.0,62340.66500136103
51,38,CPV_MRT,2003,3,83,,0,0,CPV,MRT,,,-10.326396925234992,20.20926720635376,0.0,40211.522381277406
52,1,STP_NGA,2005,5,1,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,78265.86274700172
52,1,STP_NGA,2006,0,1,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,28509.69439212633
52,1,STP_NGA,2009,0,1,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,93715.58089349871
52,1,STP_NGA,2010,2,1,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,70042.63272750257
52,1,STP_NGA,2011,1,1,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,70911.06952938956
52,1,STP_NGA,2015,1,1,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,83441.5830098439
52,1,STP_NGA,2018,1,2,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,93458.6152051811
52,1,STP_NGA,2019,1,1,,0,0,STP,NGA,,,7.995127754089786,9.548318418209965,0.0,70326.1009675168
52,11,STP_AGO,2006,0,1,,0,0,STP,AGO,,,17.47057255231345,-12.245869036133188,0.0,60273.616125562134
52,11,STP_AGO,2007,3,14,,0,0,STP,AGO,,,17.47057255231345,-12.245869036133188,0.0,54904.27433142483
52,11,STP_AGO,2008,4,9,,0,0,STP,AGO,,,17.47057255231345,-12.245869036133188,0.0,124583.09543907046
